Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,Early-demographic dividend,EAR,9.21029E+12,1.34283E+13,2.21228E+13,2.30834E+13,2.41595E+13,2.53018E+13,2.6593E+13,2.79862E+13,2.9387E+13,3.05555E+13,3.13595E+13,..
"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,East Asia & Pacific,EAS,9.27332E+12,1.4875E+13,2.77866E+13,2.93456E+13,3.09718E+13,3.25593E+13,3.41725E+13,3.58556E+13,3.77985E+13,3.97004E+13,4.14849E+13,..
"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,East Asia & Pacific (excluding high income),EAP,3.48843E+12,7.27193E+12,1.81304E+13,1.94765E+13,2.08483E+13,2.22473E+13,2.36938E+13,2.52056E+13,2.68576E+13,2.85723E+13,3.02182E+13,..
"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,East Asia & Pacific (IDA & IBRD countries),TEA,3.48188E+12,7.25828E+12,1.8096E+13,1.94395E+13,2.08087E+13,2.2205E+13,2.36489E+13,2.51577E+13,2.68065E+13,2.8518E+13,3.01607E+13,..
"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,Euro area,EMU,1.02151E+13,1.27591E+13,1.46166E+13,1.44781E+13,1.44374E+13,1.46391E+13,1.49405E+13,1.52273E+13,1.56214E+13,1.59176E+13,1.61249E+13,..
"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,Europe & Central Asia,ECS,1.9809E+13,2.19119E+13,2.8141E+13,2.83337E+13,2.86783E+13,2.91904E+13,2.97138E+13,3.02834E+13,3.1197E+13,3.19374E+13,3.24772E+13,..
"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,Europe & Central Asia (excluding high income),ECA,5.55836E+12,4.13851E+12,7.13547E+12,7.40362E+12,7.6783E+12,7.81229E+12,7.83626E+12,7.95367E+12,8.25131E+12,8.4997E+12,8.65667E+12,..
"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,Europe & Central Asia (IDA & IBRD countries),TEC,6.38814E+12,5.1156E+12,8.61807E+12,8.90502E+12,9.20634E+12,9.38923E+12,9.47228E+12,9.64886E+12,1.00393E+13,1.03759E+13,1.06144E+13,..
"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,European Union,EUU,1.20409E+13,1.4905E+13,1.75976E+13,1.747E+13,1.7469E+13,1.77581E+13,1.81823E+13,1.85696E+13,1.9116E+13,1.95513E+13,1.98856E+13,..
"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,Fragile and conflict affected situations,FCS,..,..,..,..,..,..,..,..,..,..,..,..
"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,Heavily indebted poor countries (HIPC),HPC,6.21329E+11,7.87504E+11,1.37784E+12,1.46009E+12,1.54553E+12,1.63183E+12,1.71174E+12,1.79228E+12,1.88154E+12,1.9607E+12,2.04437E+12,..
"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,High income,HIC,3.25791E+13,4.28617E+13,5.27446E+13,5.34612E+13,5.42708E+13,5.54538E+13,5.67973E+13,5.7837E+13,5.92665E+13,6.06399E+13,6.16683E+13,..
"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,IBRD only,IBD,1.77294E+13,2.39032E+13,4.51986E+13,4.74928E+13,4.9891E+13,5.2185E+13,5.43862E+13,5.69342E+13,5.98485E+13,6.25922E+13,6.49465E+13,..
"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,IDA & IBRD total,IBT,1.95443E+13,2.62659E+13,4.95265E+13,5.20505E+13,5.47157E+13,5.72877E+13,5.97328E+13,6.2495E+13,6.56708E+13,6.86958E+13,7.12869E+13,..
"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,IDA blend,IDB,8.78495E+11,1.11738E+12,2.00356E+12,2.09324E+12,2.20986E+12,2.33599E+12,2.43035E+12,2.48776E+12,2.56981E+12,2.6736E+12,2.73195E+12,..
"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,IDA only,IDX,9.63351E+11,1.28044E+12,2.38969E+12,2.5366E+12,2.69392E+12,2.85324E+12,3.01104E+12,3.17642E+12,3.36546E+12,3.55243E+12,3.74337E+12,..
"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,IDA total,IDA,1.85335E+12,2.40824E+12,4.40599E+12,4.64047E+12,4.91392E+12,5.19957E+12,5.44931E+12,5.66602E+12,5.93157E+12,6.21877E+12,6.46034E+12,..
"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,Late-demographic dividend,LTE,9.77461E+12,1.32637E+13,2.7467E+13,2.90171E+13,3.0557E+13,3.20182E+13,3.33425E+13,3.4721E+13,3.64661E+13,3.83256E+13,4.00377E+13,..
"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,Latin America & Caribbean,LCN,4.77606E+12,6.59946E+12,9.36111E+12,9.60817E+12,9.89139E+12,1.00455E+13,1.01182E+13,1.0126E+13,1.03253E+13,1.04903E+13,1.05729E+13,..
"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,Latin America & Caribbean (excluding high income),LAC,4.47808E+12,6.10292E+12,8.63076E+12,8.84479E+12,9.10145E+12,9.24203E+12,9.29751E+12,9.29362E+12,9.48333E+12,9.6292E+12,9.70075E+12,..
"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,Latin America & the Caribbean (IDA & IBRD countries),TLA,4.60738E+12,6.35832E+12,9.07385E+12,9.31723E+12,9.59742E+12,9.75079E+12,9.82324E+12,9.832E+12,1.00319E+13,1.02E+13,1.02798E+13,..
"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,Least developed countries: UN classification,LDC,7.70294E+11,1.04025E+12,2.05996E+12,2.18754E+12,2.31801E+12,2.45726E+12,2.58581E+12,2.71086E+12,2.85425E+12,2.9975E+12,3.14761E+12,..
"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,Low & middle income,LMY,1.86153E+13,2.50438E+13,4.7684E+13,5.01707E+13,5.27958E+13,5.53153E+13,5.76953E+13,6.04005E+13,6.34839E+13,6.64095E+13,6.8921E+13,..
"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,Low income,LIC,5.06436E+11,5.84914E+11,1.11972E+12,1.18097E+12,1.24984E+12,1.32148E+12,1.38988E+12,1.45941E+12,1.52587E+12,1.58628E+12,1.65487E+12,..
"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,Lower middle income,LMC,5.06124E+12,6.77021E+12,1.25538E+13,1.31808E+13,1.38979E+13,1.46865E+13,1.55184E+13,1.6436E+13,1.73687E+13,1.83042E+13,1.90546E+13,..
"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,Middle East & North Africa,MEA,2.70045E+12,3.86122E+12,6.07145E+12,6.2916E+12,6.45593E+12,6.64873E+12,6.83582E+12,7.18204E+12,7.30737E+12,7.39246E+12,7.44072E+12,..
"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,Middle East & North Africa (excluding high income),MNA,1.55938E+12,2.21102E+12,3.42E+12,3.50321E+12,3.56625E+12,3.65264E+12,3.71918E+12,3.99186E+12,4.11572E+12,4.1313E+12,4.14781E+12,..
"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,Middle East & North Africa (IDA & IBRD countries),TMN,1.55099E+12,2.19798E+12,3.39758E+12,3.47936E+12,3.54124E+12,3.62771E+12,3.69329E+12,3.96364E+12,4.08713E+12,4.10234E+12,4.11857E+12,..
"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,Middle income,MIC,1.81627E+13,2.44967E+13,4.66388E+13,4.9069E+13,5.16316E+13,5.40872E+13,5.64065E+13,5.90482E+13,6.20681E+13,6.49354E+13,6.73851E+13,..
"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,North America,NAC,1.10614E+13,1.53068E+13,1.86625E+13,1.90742E+13,1.94333E+13,1.99295E+13,2.04709E+13,2.07952E+13,2.13018E+13,2.1909E+13,2.23732E+13,..
"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,OECD members,OED,3.24995E+13,4.26552E+13,5.17806E+13,5.24734E+13,5.33073E+13,5.44794E+13,5.58776E+13,5.6913E+13,5.84366E+13,5.97941E+13,6.07843E+13,..
"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,Other small states,OSS,..,2.87054E+11,5.73586E+11,5.95015E+11,6.16809E+11,6.3964E+11,6.57768E+11,6.75042E+11,6.83663E+11,6.97774E+11,7.12201E+11,..
"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,Pacific island small states,PSS,9193768834,11672335201,14404459666,14541522243,15095512622,15731436334,16352607882,16894805441,17659725171,18214575928,18258081962,..
"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,Post-demographic dividend,PST,3.08387E+13,3.9344E+13,4.73551E+13,4.78608E+13,4.84916E+13,4.94011E+13,5.04064E+13,5.12683E+13,5.25398E+13,5.36958E+13,5.45664E+13,..
"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,Pre-demographic dividend,PRE,1.05987E+12,1.31341E+12,2.47291E+12,2.62857E+12,2.78366E+12,2.92302E+12,3.01804E+12,3.11064E+12,3.16506E+12,3.23704E+12,3.33781E+12,..
"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,Small states,SST,..,3.81415E+11,6.99121E+11,7.22114E+11,7.45665E+11,7.69693E+11,7.89473E+11,8.05588E+11,8.15526E+11,8.3212E+11,8.47776E+11,..
"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,South Asia,SAS,2.16323E+12,3.61485E+12,7.0005E+12,7.38418E+12,7.83029E+12,8.37247E+12,8.99179E+12,9.68442E+12,1.03432E+13,1.09742E+13,1.14268E+13,..
"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,South Asia (IDA & IBRD),TSA,2.16323E+12,3.61485E+12,7.0005E+12,7.38418E+12,7.83029E+12,8.37247E+12,8.99179E+12,9.68442E+12,1.03432E+13,1.09742E+13,1.14268E+13,..
"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,Sub-Saharan Africa,SSF,1.44602E+12,1.76994E+12,3.17159E+12,3.3258E+12,3.5002E+12,3.67357E+12,3.79193E+12,3.85583E+12,3.96466E+12,4.0755E+12,4.18689E+12,..
"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,Sub-Saharan Africa (excluding high income),SSA,1.4366E+12,1.7543E+12,3.14778E+12,3.30121E+12,3.47474E+12,3.64714E+12,3.76453E+12,3.82735E+12,3.93507E+12,4.04479E+12,4.15519E+12,..
"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,Sub-Saharan Africa (IDA & IBRD countries),TSS,1.44602E+12,1.76994E+12,3.17159E+12,3.3258E+12,3.5002E+12,3.67357E+12,3.79193E+12,3.85583E+12,3.96466E+12,4.0755E+12,4.18689E+12,..
"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,Upper middle income,UMC,1.30617E+13,1.76739E+13,3.39939E+13,3.57931E+13,3.76329E+13,3.92917E+13,4.07687E+13,4.24821E+13,4.45602E+13,4.64818E+13,4.81737E+13,..
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,
Last Updated: 12/16/2020,,,,,,,,,,,,,,,
